ItemID,Name,Processor,RAM GB,Hard Drive,Graphics,Brand,Item Weight,Processor Brand,Memory Type,Hard Drive Interface,Sellers Rank,Date First Available,Rating,Price,Error
3137,Refurbished Gamer/Intel Quad Core i7 3.4GHz Windows 7 Pro / 24GB RAM/New 256GB Solid State Drive SSD/WiFi/Desktop Computer + 1GB HDMI NVIDIA,Core i7-2600,24,256 GB flash_memory_solid_state,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"52,655",30-Aug-17,"Be the first to review this item  
0.0",669.95,
3138,"2019 Newest High Performance HP Pavilion 460 Business Desktop, Intel Quad-Core i7-7700T Up to 3.8GHz DVDRW HDMI 802.11ac Bluetooth USB Keyboard and Mouse Win 10-Upgrade up to 32GB DDR4 2TB HDD 1TB SSD",Intel Core i7,4,1 TB HDD 5400 rpm,Intel HD Graphics 630,HP,12.57 lbs,Intel,DDR SDRAM,eSATA,"3,997",18-Nov-18,4.5,629,
3139,"ReCircuit Optiplex 790 Desktop Computer - Intel Core i5 3.4GHz, 16GB DDR3, New 250GB SSD, Windows 10 Pro 64-Bit, WiFi, DVDRW (Prepared by ReCircuit)",Intel Core i5,16,250 GB SSD,integrated,ReCircuit,15 lbs,Intel,DDR3 SDRAM,Solid State,"97,101",16-Jul-18,5,502.99,
3140,"Gaming Computer Desktop PC AMD FX-4300 3.80GHz Quad Core, 8GB RAM, 1TB HDD, GTX 750 TI GPU, CD/DVD Drive, Windows 10, WiFi",FX-Series Quad-Core FX-4100,8,1 TB mechanical_hard_drive,geforce gtx,The Cude 2,—,AMD,DDR3 SDRAM,Serial ATA,"84,021",3-Jul-17,"Be the first to review this item  
0.0",499.99,
3141,"2018 Newest Flagship HP Pavilion Power Premium Gaming VR Ready Desktop Computer (Intel Core i5-7400, NVIDIA GeForce GTX 1060 3GB, 16GB DDR4 RAM, 128GB SSD + 1TB HDD, Bluetooth, HDMI, Windows 10)",Intel Core i5,16,128 GB SSD,NVIDIA GeForce GTX 1060,HP,15 lbs,Intel,DDR4 SDRAM,Serial ATA,"52,699",10-Dec-17,4.5,969,
3142,"HP Pavilion Wave Compact Desktop Computer, Intel Core i5-6400T, 8GB RAM, 1TB hard drive, 128GB SSD, Windows 10 (600-a110, Black/Fabric)",Core i5 6400T,8,1 TB Hybrid Drive,✓,HP,6.39 lbs,Intel,,Serial ATA,"28,768",24-Oct-16,3.8,"1,084.00",
3143,Acer Aspire TC-865-DH11 Desktop Computer Intel Core i5-8400 8GB + 16GB Optane 1TB Windows 10,Intel Core i5,8,1 TB mechanical_hard_drive,Integrated Intel UHD Graphics 630,Acer,17.2 lbs,Intel,DRAM,,"88,143",17-Jul-18,2,514.99,
3144,"2019 Flagship Acer Aspire TC-865 High Performance Business Desktop - Intel Quad_Core i5-8400 Up to 4GHz, 16GB DDR4, 256GB SSD+2TB HDD, DVD-RW, Intel UHD Graphics 630, 802.11ac, HDMI, USB 3.1, Win 10",Intel Core i5,16,2256 GB,Intel UHD Graphics 630,Acer,—,Intel,DIMM,Solid State,"10,496",27-Jan-19,"Be the first to review this item  
0.0",659,
3145,"HP Elite Desktop Computer, Intel Core i5 3.2 GHz, 4 GB RAM, 250 GB HDD, Keyboard & Mouse, Wi-Fi, 17"" LCD Monitor (Brands Vary), DVD-ROM, Windows 10, (Upgrades Available) (Renewed)",Core i5-650,4,250 GB HDD 7200 rpm,—,HP,—,Intel,DDR3 SDRAM,Serial ATA,,2-Apr-19,"Be the first to review this item  
0.0",184.99,
3146,"2019 Lenovo IdeaCentre 720 Desktop Computer, AMD Quad-Core Ryzen 5 1400 Up to 3.4GHz, 8GB DDR4, 512GB SSD, Radeon R5 340, Bluetooth, 802.11AC WiFi, USB 3.0, HDMI, DVDRW, Keyboard & Mouse, Windows 10",AMD R Series,8,512 GB SSD,AMD Radeon R5 340,Lenovo,17.64 lbs,AMD,DDR4 SDRAM,Solid State,"31,299",24-May-18,3.4,629,
3147,"Dell Optiplex 5060 SFF Desktop - 8th Gen Intel Core i7-8700 6-Core Processor up to 4.60 GHz, 16GB DDR4 Memory, 512GB SSD + 1TB SATA HDD, Intel UHD Graphics 630, DVD Burner, Windows 10 Pro (64-bit)",Intel Core i7,16,1512 GB SSD + HDD 7200 rpm,Intel UHD Graphics 630,Dell,12 lbs,Intel,DDR4 SDRAM,Solid State,"96,790",3-Dec-18,"Be the first to review this item  
0.0","1,375.00",
3148,"Lenovo ThinkCentre M92 Desktop Computer, Intel Core i5 3.2 GHz, 8 GB RAM, 500 GB HDD, Keyboard & Mouse, Wi-Fi, DVD-ROM, Windows 10 Professional, (Upgrades Available) (Renewed)",Core i5-3470T,8,500 GB HDD 7200 rpm,—,Lenovo,—,Intel,DDR3 SDRAM,Serial ATA,"278,794",2-Apr-19,"Be the first to review this item  
0.0",214.99,
3149,"Dell Inspiron High Performance Desktop Tower (Intel Quad Core i5-6400 2.70 GHz, 8GB RAM, 1TB 7200RPM HDD, NVIDIA GeForce 730 2GB GDDR3, DVD, Wifi, Bluetooth, HDMI, VGA, Windows10)",Core i5 6400,8,1 TB HDD 7200 rpm,NVIDIA GeForce GT 730,Dell,17 lbs,Intel Core i5-6400,DDR3 SDRAM,Serial ATA,"17,184",4-Jan-17,3.4,499.99,
3150,2019 Newest Dell Premium Flagship Desktop PC with Keyboard&Mouse Intel Core i5-6400 Processor 12GB Upgrade to 16GB/32GB DDR4 1TB HDD Choose 2TB HDD/256GB/512GB/1TB SSD DVD-RW HDMI Windows 10 Pro,Intel Core i5,12,1 TB HDD 7200 rpm,Intel HD Graphics 630,Dell,—,Intel,GDDR4,Serial ATA,"35,704",27-Nov-18,3,649,
3151,"Dell Optiplex 980 Desktop PC Intel Core i5 650@3.20GHz, 16GB DDR3 RAM, 250GB HDD and Windows 10 Professional + Brand New 19.5 Inch LED Monitor - WiFi Ready",Intel Core i5,16,,Intel GMA 4500,,—,Intel,,,,,5,369,
3152,"CUK Mantis Gaming PC (Liquid Cooled Intel i9-9900K, 32GB DDR4 2666 RAM, 1TB NVMe SSD + 2TB HDD, NVIDIA RTX 2080 Ti 11GB, 750W Gold PSU, Windows 10) Best Tower Desktop Computer for Gamers",Intel Core i7,32,3000 GB,NVIDIA GeForce RTX 2080 Ti,Computer Upgrade King,30 lbs,Intel,DDR4 SDRAM,Solid State,"12,080",3-Apr-19,4.3,"2,849.99",
3153,"Acer Aspire Desktop PC TC-780, Intel Core i5-7400 Quad-core up to 3.5GHz, 8GB DDR4 RAM, 2TB HDD, USB 3.0, HDMI, 802.11ac WIFI, Bluetooth, DVD-RW, Keyboard and Mouse, Windows 10",Intel Core i5,8,2 TB mechanical_hard_drive,Intel Integrated Graphics,Acer,17.2 lbs,Intel,GDDR4,Serial ATA,"24,788",15-May-18,4.3,539,
3154,"SkyTech [RTX 2080 TI] Legacy – VR Ready Gaming Computer PC Desktop - i7-8700K, 500GB Samsung 970 Evo, RTX 2080 Ti 11GB, 360mm Liquid Cool, 2TB HDD, 16GB DDR4 (i7 8700K | RTX 2080 TI)",Intel Core i7-8700K Coffee Lake 6-Core 3.7GHz (4.7 GHz Turbo),,500GB Samsung 970 EVO M.2 NVMe SSD & 2TB 7200RPM Secondary HDD,Nvidia GeForce RTX 2080 Ti 11GB GDDR6,Skytech Gaming,—,Intel,SDRAM,Serial ATA,"61,417",20-Aug-18,3.4,"2,499.99",
3155,Dell XPS 8920 XPS8920-7529SLV-PUS Tower Desktop (Silver),"7th Generation Intel Core i7-7700 Processor (8M Cache, up to 3.6 GHz)",16,1TB 7200 rpm Hard Drive,AMD Radeon RX 560 with 2GB GDDR5 Graphics Memory,Dell,29 lbs,Intel,GDDR5,Serial ATA,"20,865",21-Mar-17,3.8,"1,018.00",
3156,"CYBERPOWERPC Gamer Supreme Liquid Cool SLC10300CPG Gaming PC (Intel i7-9700K 3.6GHz, 16GB DDR4, AMD Radeon RX 590 8GB, 240GB SSD, 2TB HDD, WiFi & Win 10 Home) Black",Intel Core i7,16,2 TB Mechanical Hard Drive,AMD Radeon RX 590,CyberpowerPC,38.25 lbs,Intel,DDR4 SDRAM,Serial ATA-600,"46,767",22-Jan-19,"Be the first to review this item

0.0","1,369.99",
3157,"ASUS ROG Strix GL12CP Premium Gaming Tower Desktop - 8th Gen Intel Core i7-8700 Processor, 16GB DDR4 RAM, 512GB SSD + 1TB Hard Drive, DVD Writer, NVIDIA GeForce GTX 1070 8GB Graphics, Windows 10 Pro",Intel Core i7,16,1512 GB SSD + HDD 7200 rpm,NVIDIA GeForce GTX 1070,ASUS,21.2 lbs,Intel,DDR4 SDRAM,Solid State,"109,343",8-Oct-18,"Be the first to review this item  
0.0","1,859.99",
3158,"Dell OP7060SFFDVC1J OptiPlex 7060 SFF Desktop Computer with Intel Core i5-8500 3 GHz Hexa-core, 8GB DRAM, 128GB SSD",Intel Core i5,8,Flash Memory Solid State,Integrated Graphics,Dell,11.6 lbs,Intel,,Serial ATA,"41,483",21-Jun-18,"Be the first to review this item  
0.0",799.98,
3159,"HP Pavilion Desktop Computer, Intel Core i5-7400, 8GB RAM, 1TB Hard Drive, 16GB Intel Optane, Windows 10 (570-p050, Black)",8032,8,1000 GB Mechanical Hard Drive,Intel HD Graphics 630,HP,12 lbs,Intel,,Serial ATA,"27,506",26-Sep-17,3.9,569.95,
3160,"iBUYPOWER Elite Gaming PC Computer Desktop ARC 066A (AMD Ryzen 7 2700X 3.7GHz, NVIDIA GeForce RTX 2060 6GB, 8GB DDR4-2666 RAM, 1TB HDD, 240GB SSD, WiFi Included, Win 10 Home, VR Ready), White",AMD Ryzen 7,8,240 TB Mechanical Hard Drive,NVIDIA GeForce RTX 2060,iBUYPOWER,—,AMD,,Serial ATA,"10,135",15-Jan-19,3,"1,099.99",
3161,"Dell Inspiron 3000 Desktop Computer Intel Core i5-8400, Choose 8GB/12GB/16GB/32GB DDR4 RAM, 1TB/2TB Hard Drive,128GB/256GB/512GB/1TB SSD, Monitor Bundle, DVD-RW, 802.11b/g/n, Bluetooth 4.0, HDMI",Intel Core i5,8,1 TB flash_memory_solid_state,Intel HD Graphics 630,Dell,14.1 lbs,Intel,GDDR4,Serial ATA,,3-Apr-19,"Be the first to review this item  
0.0",559,
3162,Custom Gaming Tower Intel Quad Core i7 3.4GHz Windows 10 Pro / 12GB RAM/New 1TB HDD/WiFi/Desktop Computer PC + 1GB HDMI NVIDIA,Core i7-2600,12,1 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"56,787",30-Aug-17,"Be the first to review this item  
0.0",554.95,
3163,"Dell XPS 8930 Tower Desktop - 8th Gen. Intel Core i7-8700 6-Core up to 4.60 GHz, 24GB DDR4 Memory, 512GB SSD + 2TB SATA Hard Drive, 4GB Nvidia GeForce GTX 1050Ti, DVD Burner, Windows 10 Pro, Black",Intel Core i7,24,2512 GB SSD + HDD 7200 rpm,NVIDIA GeForce GTX 1050 Ti,Dell,22 lbs,Intel,DDR SDRAM,Serial ATA,"62,285",26-Dec-17,"Be the first to review this item  
0.0","1,449.00",
3164,CyberpowerPC Gamer Xtreme Desktop Computer,Intel Core i5,8,1264 GB Hybrid Drive,NVIDIA GeForce GTX 1050 Ti,CyberpowerPC,—,Intel,,PCIE x 16,"147,713",14-Nov-18,"Be the first to review this item  
0.0",928.77,
3165,HP Flagship Slimline Business Desktop | Intel Quad-Core i7-8700 3.2GHz | 8GB DDR4 | 1TB HDD | DVDRW | HDMI | WLAN | Bluetooth | Mouse&keyboard | Win 10,Intel Core i7,8,1000 GB mechanical_hard_drive,Intel UHD Graphics 630,HP,—,Intel,SDRAM,Serial ATA,"15,156",26-Jul-18,3.5,618,
3166,"HP Pavilion Desktop Computer, AMD Ryzen 3 2200G, 4GB RAM, 1TB Hard Drive, Windows 10 (590-p0020, Silver)",Ryzen 3 2200G,4,1000 GB Mechanical Hard Drive,AMD Radeon Vega 8,HP,11 lbs,AMD,,Serial ATA,"3,332",13-May-18,3.4,339.99,
3167,"2019_HP Premium Tower Desktop - AMD Ryzen 7(Upto 4.1GHz) Processor, 16GB RAM, AMD Radeon RX 580-1TB Hard Drive 128GB SSD, DVD R/W, HDMI, Bluetooth Wireless, Windows 10 (Ryzen 7 + 4GB Graphics)",AMD Ryzen 7,16,128 GB flash_memory_solid_state,AMD Radeon RX 580,HP,—,AMD,DDR SDRAM,Solid State,"40,405",1-Feb-19,"Be the first to review this item  
0.0",999,
3168,"Optiplex 7060 SFF Desktop Computer Bundle, 24"" Display, Keyboard, Mouse, Intel i7-8700 3.2GHz, 16GB RAM, 1TB NVMe SSD, Windows 10 Pro OS, 3 YR Warranty",Intel Mobile CPU,16,1 TB flash_memory_solid_state,—,AVENTIS,—,Intel,DIMM,Solid State,"15,002",26-Dec-18,"Be the first to review this item  
0.0","1,499.00",
3169,"iBUYPOWER Gaming PC Computer Desktop AM7911Q AMD Ryzen 5 1400 3.2 GHz, AMD Radeon RX 580 4GB, 8GB DDR4 RAM, 1TB 7200RPM SATA III HDD, Win 10 Home",Ryzen 5 1400,8,1000 GB Mechanical Hard Drive,RX 580,iBUYPOWER,—,AMD,DDR4 SDRAM,Serial ATA,"84,676",1-Aug-17,3.9,909.99,
3170,"2017 Lenovo IdeaCentre High Performance Desktop PC, Intel i5-6400 Quad-Core 2.7 GHz Processor,8GB DDR4,256GB SSD, DVD Burner, Bluetooth, HDMI/VGA, 802.11ac, Windows 10, includes Keyboard and Mouse",Core i5 6400,8,,Intel HD Graphics 530,,15.4 lbs,Intel,,,,,5,"1,499.11",
3171,Custom Small Form Factor Intel Quad Core i7 3.4GHz Windows 10 Pro / 8GB RAM/New Huge 2TB HDD/WiFi/Computer PC + 1GB HDMI NVIDIA,Core i7-2600,8,2 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"39,226",30-Aug-17,"Be the first to review this item  
0.0",529.95,
3172,"2019 Dell Inspiron Business Desktop Computer, Intel Quad-Core i5-6400 up to 3.3GHz, DVDRW, WiFi, Bluetooth, Windows 10 Professional, up to 4GB 8GB 12GB 16GB RAM, 1TB 2TB HDD 128GB 256GB 512GB 1TB SSD",Intel Core i5,8,1 TB Hybrid Drive,Intel HD Graphics 530,Dell,14 lbs,Intel,DDR3 SDRAM,Serial ATA,"23,524",18-Jan-18,4.8,569,
3173,"CLX Set VR-Ready Gaming Desktop - Intel Core i7 9700K 8-Core, 16GB DDR4, NVIDIA GeForce GTX 1660 6GB, 120GB SSD+1TB HDD, WiFi, Win 10",3.6 GHz None,16,1 TB Mechanical Hard Drive,6 GB,CLX,27 pounds,Intel,DDR4 SDRAM,Serial ATA-600,,25-Mar-19,"Be the first to review this item  
0.0","1,329.99",
3174,"iBUYPOWER Elite Gaming PC Computer Desktop N27B 067i (Intel i7-8700 3.2GHz, NVIDIA Geforce RTX 2060 6GB, 8GB DDR4-2666 RAM, 1TB HDD, 240GB SSD, WiFi Included, Win 10 Home, VR Ready), Black",Intel Core i7,8,240 TB Mechanical Hard Drive,NVIDIA GeForce RTX 2060,iBUYPOWER,—,Intel,,Serial ATA,"30,093",15-Jan-19,5,"1,199.00",
3175,"Dell xps 8930 2019 XPS 8930 Tower Gaming VR Ready Desktop Computer, Intel Hexa-core",Intel Core i7,8,1000 GB mechanical_hard_drive,Nvidia GeForce GT 1030 2GB GDDR5,Dell,—,Intel,DDR3 SDRAM,eSATA,"38,481",8-Nov-16,3.8,849.99,
3176,"2019 Flagship Lenovo IdeaCentre 720 Business Desktop, AMD Quad-Core Ryzen 5 1400 up to 3.4GHz 1GB AMD Radeon R5 340 DVD-RW HDMI 802.11ac Bluetooth 4.0 Keyboard&Mouse Win 10-up to 32GB DDR4 1TB SSD",AMD R Series,8,1 TB HDD 7200 rpm,AMD Radeon R5,Lenovo,—,AMD,DDR SDRAM,Serial ATA,"77,363",4-Dec-18,"Be the first to review this item  
0.0",459,
3177,"HP Performance Pavilion 580 Gaming Desktop (2018 Newest), AMD Ryzen 7 1700 8-Core 3.0 GHz (3.7 GHz Turbo), 4GB AMD Radeon RX 550 Discrete Graphics, 16GB DDR4, 1TB HDD, DVD-Writer, Windows 10",AMD R Series,16,1 TB HDD 7200 rpm,AMD Radeon RX 550,HP,3.1 lbs,AMD,DDR4 SDRAM,ATA,"28,568",2-Mar-17,3.4,740,
3178,"ASUS ROG Strix GL12CP Premium Gaming Tower Desktop - 8th Gen Intel Core i7-8700 Processor, 16GB DDR4 RAM, 1TB Hard Drive, DVD Writer, NVIDIA GeForce GTX 1060 6GB Graphics, Windows 10 Home",Intel Core i7,16,1000 GB HDD 7200 rpm,NVIDIA GeForce GTX 1060,ASUS,21.2 lbs,Intel,DDR4 SDRAM,Serial ATA,"95,615",28-Sep-18,"Be the first to review this item  
0.0","1,519.99",
3179,"2019 Newest Premium HP 290 Slim Elite High Performance Desktop (Intel Quad Core i7-8700, 8GB RAM, 1TB HDD, Black, Windows 10)",Intel Core i7,8,1 TB mechanical_hard_drive,Intel UHD Graphics 630,HP,—,Intel,DDR3 SDRAM,Serial ATA,"144,540",22-Jan-19,"Be the first to review this item  
0.0",649,
3180,HP Pavilion 510-P026 Desktop PC Tower Core i5-6400T Quad-Core 12GB DDR4-2133 SDRAM 1TB Hard Drive Intel HD Graphics 530 Ultra Slim-Tray SuperMulti DVD Burner Windows 10 Home Operating System,Core i5 6400T,0,1 TB HDD 7200 rpm,Intel HD Graphics 530,HP,12.57 lbs,Intel,,Serial ATA,"28,127",2-Jul-16,3.6,549,
3181,"Dell XPS 8930 Special Edition Tower Desktop - 9th Gen Intel i7-9700K Processor up to 4.90 GHz, 64GB RAM, 1TB SSD, NVIDIA GeForce RTX 2080 8GB GDDR6, DVD Burner, Windows 10 Home, Silver",Intel Core i7,64,1000 GB SSD,NVIDIA GeForce RTX 2080,Dell,22 lbs,Intel,DDR SDRAM,Solid State,,11-Apr-19,"Be the first to review this item  
0.0","2,999.99",
3182,"HP Envy 750qe Desktop - Intel Core i7-4790 Quad-Core 3.6 GHz, 12GB Memory, 512GB SSD + 1TB 7200RPM HDD, Intel Graphics, DVD Burner, Windows 10",3.6 GHz Intel Core i7,12,1512 GB mechanical_hard_drive,integrated_graphics,HP,,Intel,DDR3 SDRAM,Solid State,,26-Oct-15,"Be the first to review this item  
0.0","1,309.00",
3183,"2019 Acer Aspire Desktop Computer Intel Quad-Core i3-8100 at 3.50GHz (Beat i5-7400), Choose RAM and Hard Drive, DVD±RW, 802.11ac, HDMI, USB 3.0, Windows 10 Home",Intel Core i3,8,1 TB,Intel UHD Graphics 630,Acer,—,Intel,DDR SDRAM,Serial ATA,"72,849",1-Feb-19,"Be the first to review this item  
0.0",399,
3184,"2019 HP Pavilion 690 VR Ready Gaming Desktop Computer, AMD Ryzen 5 2400G Quad-Core Up to 3.9GHz, 8GB DDR4, 1TB 7200 RPM HDD + 128GB SSD, AMD Radeon Rx 580, AC WiFi, DVDRW, Bluetooth 4.2, Windows 10",AMD R Series,8,1 TB HDD 7200 rpm,Radeon RX 580 4GB GDDR5,HP,—,AMD,DDR SDRAM,Serial ATA,"43,527",2-Apr-19,"Be the first to review this item  
0.0",799,
3185,Adamant Custom 8-Core Gaming Desktop Computer PC AMD Ryzen 7 2700X 3.7Ghz Gigabyte B450 Aorus Series 16Gb DDR4 RAM 500Gb SSD 650W PSU Nvidia Geforce RTX 2070 8Gb,AMD Ryzen 7,16,500 GB flash_memory_solid_state,NVIDIA GeForce RTX 2070,ADAMANT CUSTOM,—,AMD,SDRAM,Serial ATA-600,"155,628",29-Oct-18,"Be the first to review this item  
0.0","1,699.99",
3186,Custom HDMI Gaming Tower Quad Core i5-3470 (up to 3.6Ghz) / 12GB RAM/New Huge 1TB Solid State Drive/AMD Radeon HD 7670 4GB / Windows 7 Pro/WiFi PC,Intel Core i5,12,1 TB SSD,AMD Radeon HD 7670,Quality Refurbished Computers,,Intel,DDR3 SDRAM,ATA,,25-Nov-18,"Be the first to review this item  
0.0",629.95,
3187,HP Pavilion 590-p0057c Desktop (3LA35AAR#ABA)- Certified Refurbished,Intel Core i5,16,1024 GB Hybrid Drive,AMD Radeon RX 550,HP,—,Intel,,Serial ATA,"16,359",27-Nov-18,5,487.99,
3188,"Dell Inspiron 5680 Gaming Desktop - 8th Gen. Intel Core i7-8700 6-Core up to 4.60 GHz, 16GB DDR4 Memory, 256GB SSD + 1TB SATA Hard Drive, 8GB Nvidia GeForce GTX 1070, Windows 10 Pro, Recon Blue",Intel Core i7,16,1256 GB SSD + HDD 7200 rpm,NVIDIA GeForce GTX 1070,Dell,30.27 lbs,Intel,DDR SDRAM,Serial ATA,"26,092",16-May-18,5,"1,589.00",
3189,"2018 Lenovo 310S Premium Desktop Computer, Intel Quad-Core Pentium J4205 up to 2.6GHz, 8GB RAM, 256GB SSD, DVDRW, 802.11ac WiFi, Bluetooth, USB 3.0, HDMI, Keyboard & Mouse, Silver, Windows 10",Pentium,8,256 GB HDD 7200 rpm,Intel HD Graphics 505,Lenovo,9.5 lbs,Intel,DDR3 SDRAM,Solid State,"14,407",25-Jun-18,3.1,374,
3190,"Dell Inspiron i3670 Desktop - 8th Gen Intel Core i7-8700 6-Core up to 4.70 GHz, 16GB DDR4 Memory, 2TB High Speed SATA HD (7200RPM), 2GB Nvidia GeForce GT 1030, DVD Burner, Windows 10 Pro",Intel Core i7,16,2 TB SSD + HDD 7200 rpm,NVIDIA GeForce GT 1030,Dell,14.1 lbs,Intel,DDR SDRAM,Serial ATA,"11,289",27-Jun-18,3.3,938.9,
3191,"Newest_Dell_XPS 8930 Premium Flagship Desktop - Intel Core i5-8400, 24GB Memory (8GB DDR4 RAM + 16GB Optane Memory), 1TB HDD, Windows 10",Intel Core i5,8,1 TB mechanical_hard_drive,—,Dell,—,Intel,GDDR4,Serial ATA,"13,995",6-Dec-18,"Be the first to review this item  
0.0",738.82,
3192,"Dell XPS 8930 Tower Desktop - 8th Gen. Intel Core i7-8700 6-Core up to 4.60 GHz, 64GB DDR4 Memory, 1TB SSD + 1TB SATA Hard Drive, 8GB Nvidia GeForce GTX 1080, DVD Burner, Windows 10 Pro, Black",Intel Core i7,64,2000 GB SSD + HDD 7200 rpm,NVIDIA GeForce GTX 1080,Dell,22 lbs,Intel,DDR SDRAM,Solid State,"38,664",26-Dec-17,"Be the first to review this item  
0.0","2,327.00",
3193,Elite Quad Core i7-2600 3.4GHz (Up to 3.8GHz) / Windows 7 PRO/SFF Desktop Computer / 12GB RAM/New 512GB Solid State Drive SSD + MS Office + DVD+RW,Core i7-2600,12,512 GB SSD,—,Quality Refurbished Computers,6.83 pounds,Intel,DDR3 SDRAM,ATA,,15-Nov-18,"Be the first to review this item  
0.0",679.95,
3194,"iBUYPOWER Elite Gaming PC Computer Desktop N27B 067i (Intel i7-8700 3.2GHz, NVIDIA Geforce RTX 2060 6GB, 8GB DDR4-2666 RAM, 1TB HDD, 240GB SSD, WiFi Included, Win 10 Home, VR Ready), Black",Intel Core i7,8,240 TB Mechanical Hard Drive,NVIDIA GeForce RTX 2060,iBUYPOWER,—,Intel,,Serial ATA,"30,093",15-Jan-19,5,"1,199.00",
3195,"iBUYPOWER GTX 1050 Ti Desktop Gaming PC AMD FX 6300 3.5 GHz , NVIDIA Geforce GTX 1050 Ti 4GB, 8GB DDR3 RAM, 1TB 7200RPM HDD, Win 10 Home, Wi-Fi, N27W8270EX2",None,8,1000 GB Mechanical Hard Drive,Geforce GTX 1050 Ti 4GB,iBUYPOWER,—,AMD,DDR3 SDRAM,Serial ATA,"10,109",12-Mar-18,3.9,669.99,
3196,"Dell 390 Tower - Intel Core i3 3.10GHz, 8GB DDR3, 1TB HDD, Windows 7 Pro 64-Bit, WiFi (Renewed)",Intel Core i3,8,1 TB HDD 7200 rpm,Intel Integrated Graphics,Dell,—,Intel,DDR3 SDRAM,Serial ATA,"8,102",24-Oct-16,4.6,159.96,
3197,"MSI Infinite X Plus 9SE-272US (i7-9700K, 32GB RAM, 512GB NVMe SSD + 2TB HDD, NVIDIA RTX 2080 8GB, Windows 10 Pro) Gaming Desktop",Intel Core i7,32,2 TB,NVIDIA GeForce RTX 2080,EXcaliberPC,26.46 lbs,Intel,,Serial ATA,"119,866",5-Mar-19,"Be the first to review this item  
0.0","2,469.00",
3198,"Dell Inspiron i3646-2600BLK Desktop (Intel Pentium J2900 Quad-Core Processor, 4GB RAM Memory, 500GB HDD, Windows 8.1) [Discontinued by Manufacturer]",✓,4,500 GB SATA,Intel HD Graphics,Dell,11 lbs,Intel,,,"17,264",28-Sep-14,3.6,199.99,
3199,"ReCircuit Optiplex 7010 SFF Desktop - Intel Core i7 3.4GHz, 16GB DDR3, New 250GB SSD, Windows 10 Pro 64-Bit, WiFi, USB 3.0, DVDRW, 2X Display Port (Prepared by ReCircuit)",Intel Core i7,16,250 GB SSD,integrated,ReCircuit,15 lbs,Intel,DDR3 SDRAM,Solid State,"15,047",11-Sep-17,4.3,684.99,
3200,"Newest Dell Inspiron 3000 3252 Flagship High Performance Desktop, Intel Pentium J3710 Quad-Core, 8GB RAM, 1TB HDD, DVD RW, Bluetooth, WIFI, Windows 10 Home",Pentium,8,1 TB HDD 7200 rpm,Intel Integrated Graphics,Dell,2.65 lbs,Intel,DDR2 SDRAM,Serial ATA,"31,460",26-Feb-18,2.1,799.11,
3201,Dell Alienware Aurora R6 | Intel i7-7700 | Choose from 16GB 24GB 32GB DDR4 | 1TB + 16GB M.2 PCIe Optane Memory | NVIDIA GeForce GTX 1060 6GB | Windows 10 Home (i7 + Customize Memory and Hard Drive),Intel Core i7,16,1 TB HDD 7200 rpm,NVIDIA GeForce GTX 1060,Dell,33 lbs,Intel,SDRAM,Serial ATA,"48,403",21-Feb-19,"Be the first to review this item  
0.0","1,249.00",
3202,Dell Inspiron Flagship Premium Desktop | Intel Core i3-7100 | 8GB RAM | 256G SSD | DVD +/-RW | WIFI | HDMI | VGA | Windows 10 Home | USB Mouse and Keyboard,Intel Core i3,8,256 GB SSD,Intel HD Graphics 630,Dell,—,Intel,SDRAM,Serial ATA,"28,808",4-Apr-18,"Be the first to review this item  
0.0",549.99,
3203,+,Intel Core i7,64,2000 GB SSD + HDD 7200 rpm,NVIDIA GeForce GTX 1080,Dell,22 lbs,Intel,DDR SDRAM,Solid State,"38,664",26-Dec-17,"Be the first to review this item  
0.0","2,327.00",
3204,"Lenovo Ideacentre 720 18L Desktop (AMD Ryzen 5-1400, 8GB DDR4, 1TB HDD, Windows 10 Home), 90H10005US",8032,8,1000 GB Mechanical Hard Drive,Intel HD Graphics 630,HP,12 lbs,Intel,,Serial ATA,"27,506",26-Sep-17,3.9,569.95,
3205,2017 Newest Dell Premium Business Flagship Desktop PC with Keyboard&Mouse Intel Core i5-7400 Processor 8GB DDR4 RAM 1TB 7200RPM HDD Intel 630 Graphics DVD-RW HDMI VGA Bluetooth Windows 10 Pro-Black,Intel Core i5,8,1 TB HDD 5400 rpm,Intel Integrated Graphics,Dell,2.65 lbs,Intel,DDR3 SDRAM,Serial ATA,"7,405",3-Aug-17,2.8,660,
3206,"HP Envy 750qe Desktop - Intel Core i7-4790 Quad-Core 3.6 GHz, 12GB Memory, 512GB SSD + 1TB 7200RPM HDD, Intel Graphics, DVD Burner, Windows 10",3.6 GHz Intel Core i7,12,1512 GB mechanical_hard_drive,integrated_graphics,HP,,Intel,DDR3 SDRAM,Solid State,,26-Oct-15,"Be the first to review this item  
0.0","1,309.00",
